overlap,trial_idx,hamming_dist,reading_frame,max_barrier,n_mutations,start_z1,start_z2,end_z1,end_z2,success,error
156,6,240,0,1.714976817053563,240,0.8196707848518,0.14377734484624335,0.7895842130761067,0.9160452616597334,True,
156,8,240,0,1.9940858692482708,240,0.670943922345529,0.44021070715326466,0.8871460314450027,0.851011509759835,True,
156,9,240,0,1.2254531765114507,240,0.7121335281305652,0.05761310455123212,0.08301773414783338,0.960049548381988,True,
168,0,240,0,1.2167509066820428,240,0.24071971892108993,0.10973495973511893,0.6919604953879892,0.3225859926378403,True,
168,4,240,0,1.4585589821142841,240,0.3995108596483482,0.38147243247415147,0.7687800748210525,0.6897789072932317,True,
180,4,231,0,1.3855017200395392,231,0.019079476868077146,0.9314757356303381,0.28722013481581204,0.44659578993376503,True,
180,0,235,0,1.6613082678821978,235,0.910985671065986,0.05900173079438794,0.5330688132830161,0.7268178968173818,True,
180,3,233,0,1.4118556956514967,233,0.3366751249244562,0.3910060606295217,0.9638106056804295,0.3642271113448106,True,
180,2,235,0,1.7458555073784912,235,0.8337372534106865,0.7842396628880162,0.10557487490281199,0.9413037865456891,True,
180,5,231,0,1.850193460316429,231,0.4131217313191267,0.905510267325219,0.9556992257169963,0.668209170791038,True,
180,9,225,0,1.5632042435185327,225,0.5188792163516546,0.6651622934321426,0.1988150392370055,0.5524528825499229,True,
