overlap,trial,seed,error,hamming_distance,n_mutations,max_distance_from_natural,start_distance,end_distance,start_energy,end_energy,mean_e1_generated,mean_e2_generated,ga_converged,protein_1,protein_2,nat_mean_1,nat_mean_2
48,8,48842,,245,245,0.1955309157786074,0.012351031213913146,0.0011887781898470313,266.1008271975139,266.5743025338427,149.2230857133264,120.76387771079195,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,9,48942,,239,239,0.2459002572749424,0.002628303280513248,0.0035520954716850954,266.63573489343685,266.4747870667385,147.88306286667748,120.6995979540213,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,10,49042,,240,240,0.21820526796393203,0.010013345050727634,0.011254035308517272,266.5636424214841,266.2595855296373,145.6510586610376,120.77225000560723,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,11,49142,,239,239,0.20823708797949658,0.0075009996681808695,0.0030464263926311772,266.50008343029447,266.5862020705823,148.504253006045,121.15573270537325,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,12,49242,,240,240,0.2648813640173605,0.026189497764559557,0.008021032802318962,266.986223058639,266.68544291046874,149.78974505013593,121.0015792585105,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,13,49342,,245,245,0.207180793620743,0.010149350773741204,0.03518484747491818,266.89541485475746,265.86575904327617,148.19796963786408,120.94184729870243,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,14,49442,,242,242,0.3012843554379572,0.008331590810961971,0.01709053124346751,266.3497998824468,265.97073426201865,149.73056753809004,120.84800596180087,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,15,49542,,240,240,0.18924792914913482,0.004454861232379918,0.017295201398146432,266.68765160688645,266.11783130210847,146.63211718813517,120.80241635224866,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,16,49642,,239,239,0.2256240053295093,0.009495648815325157,0.02534085384351606,266.80815682168196,266.78863916185105,149.05961297999642,120.6459665476214,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,17,49742,,239,239,0.2183301365344077,0.03681823807092979,0.0006907586068131068,266.3704025507699,266.53053244713544,146.8871967416107,121.03563087201483,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,18,49842,,241,241,0.24669502790423994,0.009605659788909565,0.015828470513749925,266.75080918489107,267.0337216000198,149.4567567695436,120.87360699733716,True,PF00004,PF00041,145.87937104727615,120.65601144257766
48,19,49942,,240,240,0.19510659285221327,0.002879602789199828,0.036243030185279045,266.5683243394336,265.6609974909091,146.9395168353146,120.68291534142024,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,0,54042,,239,239,0.8901886773415221,0.01642074661947708,0.8901886773415221,266.5682031915731,289.62669754439594,151.0579190057038,121.51672557122927,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,1,54142,,243,243,0.24287889512512673,0.03410102001134984,0.012804660620652098,265.7276701281643,266.7635639139718,154.6565685705176,121.48290445414433,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,2,54242,,240,240,0.31148435098854366,0.014654732942112359,0.04518011608782091,266.27400520406786,264.99355240887365,152.50799103208882,121.11352708254245,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,3,54342,,241,241,0.8669054770979506,0.8669054770979506,0.47953024049586845,295.3838626682542,284.8368028262694,157.242403773609,121.62237242107499,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,4,54442,,241,241,0.26622655046460736,0.004391729015705455,0.02286055883854771,266.6246598813139,266.9549426328924,156.3849284663635,121.46424830931575,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,5,54542,,240,240,0.23944613077410515,0.016210646737112595,0.006451969782418512,266.6731028224199,266.4876032501031,152.85773073759646,122.51777614746939,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,6,54642,,241,241,0.35037253649270084,0.013422619974108181,0.022065635899573964,266.726825058376,267.16461855219404,148.40629587262544,120.9410393965003,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,7,54742,,239,239,0.3765614492980972,0.08286096966961269,0.22010871811788305,269.32065891558295,266.8990425330419,151.78745356228828,120.9301081444889,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,8,54842,,242,242,0.2554483959596707,0.21786882689070267,0.02293787946524538,274.6062724429431,267.24153436040274,154.56442872374052,121.28928455723005,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,9,54942,,243,243,0.3421287718148055,0.22708482167613567,0.027315577134573804,275.1825294528393,267.26156804910954,153.35165252123508,121.38949301727585,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,10,55042,,240,240,0.4614389790923936,0.020245218356713064,0.26127529585001646,266.9084853195948,271.99450862552493,149.9160175860453,121.81513908850022,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,11,55142,,239,239,0.28676165221918504,0.1558135867426409,0.009580842632584853,272.2564209446921,266.65849597340275,153.73659872487727,121.52336976097965,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,12,55242,,240,240,0.277970151309346,0.05922586471641331,0.08050890408368783,267.88709134116834,264.1993777779071,150.05909533745515,120.90868655335474,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,13,55342,,241,241,0.29991584722310927,0.021794015058260972,0.20856439235395996,267.1873555358102,260.91770380791075,152.5928405662095,121.30009830656643,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,14,55442,,240,240,0.3240125303694044,0.020046545597812777,0.031240519212608963,267.11521819249907,266.1159462497639,148.20145954679538,120.90640097018374,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,15,55542,,238,238,0.8357897817829779,0.8357897817829779,0.14911571823468647,297.1796607751171,271.96238410360564,158.82849309891827,121.09241069966045,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,16,55642,,243,243,0.5463870405549817,0.035985442074459834,0.5463870405549817,267.7265413032883,285.85180556925326,152.5205963701497,122.0549659833375,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,17,55742,,240,240,0.23872015788074588,0.006591517752482606,0.02146798043454213,266.3561988830475,265.8637900264424,152.23647708314076,121.48727417168702,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,18,55842,,240,240,0.4102189940362839,0.20777519404638195,0.3570920665431164,266.42461762191596,278.2808616006255,154.1462710498339,121.14370215938736,True,PF00004,PF00041,145.87937104727615,120.65601144257766
54,19,55942,,242,242,0.2756429460923243,0.045567226542630034,0.21774659315905956,268.11857867315814,262.1703242298154,153.80564165087296,122.08051947234752,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,0,60042,,241,241,0.2059794958186552,0.01033823873951159,0.007083626925998428,266.31426448055896,266.29234156785975,145.9831690378106,120.64023360252888,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,1,60142,,240,240,0.34760336143378445,0.006145318962951554,0.0012226022897032333,266.3621736167314,266.5062672146599,145.92999003367913,120.66650614945857,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,2,60242,,239,239,0.21115158449678206,0.0059969887508953285,0.0044039063810864055,266.7589682264145,266.5389816532318,146.70433837019556,120.71779428658462,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,3,60342,,240,240,0.2126441224995889,0.014646540724059316,0.02013309220553368,266.7432415194995,266.9679311042633,147.01124060911562,120.74794443872412,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,4,60442,,240,240,0.22447843967684028,0.0018763322173871663,0.01336286606883098,266.60354120487006,266.220848182537,145.80320423649786,120.66110032619456,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,5,60542,,239,239,0.26115912804942965,0.010911269465918165,0.014277286913408124,266.1621401650831,266.9055807298447,147.24105154658005,120.70575669683006,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,6,60642,,240,240,0.20982333446567153,0.015053125003236877,0.019827041383833115,267.02682505038297,265.864547618619,146.01108942800855,120.62275214437123,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,7,60742,,240,240,0.2623167239781177,0.011707402679799868,0.018869074185131368,266.83000336470406,266.0887874254978,145.84601415135785,120.64632114420007,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,8,60842,,239,239,0.21248901536582884,0.007613023039506219,0.02890113080132048,266.60359358051187,267.3164346653758,147.7151131709205,120.92599096080023,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,9,60942,,240,240,0.21933949617480103,0.013652257296274053,0.008940587562380257,266.9274272369272,266.5698177147684,145.83519574485865,120.6193037457545,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,10,61042,,240,240,0.19250392597187693,0.007030828653712985,0.04873602873961285,266.46775099151796,266.3110285261456,147.59883992448508,120.66483288912755,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,11,61142,,240,240,0.22621105262134977,0.006784071081945614,0.02197609567192053,266.33184213513687,266.64684872761995,147.51868678119718,120.58297405520821,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,12,61242,,241,241,0.34048306769066106,0.006092197788467176,0.009340547346988264,266.55860143432653,266.2708556314235,145.58658896531878,120.6380524719947,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,13,61342,,239,239,0.20385208585088543,0.07733515536268175,0.06650046291633219,269.463944646567,267.9204670771355,146.25197932305952,120.72917527374656,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,14,61442,,240,240,0.23858442678696792,0.0023429906894801896,0.1028804874835621,266.5356238163253,269.1992704213028,146.04002473524773,120.66044857434468,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,15,61542,,240,240,0.21672556098272117,0.005971718078374013,0.008669020695061268,266.37151831779624,266.7625802270674,146.04265239047314,120.67724417929152,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,16,61642,,240,240,0.1942480632213469,0.002227686527961846,0.04387229095568464,266.5282247372294,267.6040645785479,145.7649273115806,120.70119550847106,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,17,61742,,240,240,0.2625914860393137,0.009005277955724032,0.005650248543572016,266.77808126220185,266.70535981208934,146.10966784881856,120.69334035342496,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,18,61842,,241,241,0.2510784467848314,0.00904777574859199,0.01529390489185712,266.88063136857346,266.807375142485,145.93091877303993,120.6315174292047,True,PF00004,PF00041,145.87937104727615,120.65601144257766
60,19,61942,,240,240,0.2574962147893027,0.0143864576578362,0.016821186860918328,266.154177031932,267.0181138169415,146.8784085145777,120.68347897717808,True,PF00004,PF00041,145.87937104727615,120.65601144257766
