,PF1,PF2,Overlap,Mean_E1,Std_E1,Mean_E2,Std_E2,Nat_Mean1,Nat_Mean2,Dist_1,Dist_2,Min_Dist_1,Min_Dist_2,Iter_To_Min_1,Iter_To_Min_2
32,PF00004,PF00072,30,175.79002651706074,25.859553738150172,222.09284005419195,18.074978421524815,145.87937104727615,201.36867883211482,29.910655469784587,20.72416122207713,9.109386157950212,0.40771823337421154,158750.0,125625.0
33,PF00004,PF00072,33,172.40428926894486,23.91555978784669,218.37781657598512,13.444661717924577,145.87937104727615,201.36867883211482,26.524918221668713,17.009137743870298,5.611162890135162,0.4076252150512076,157375.0,139875.0
34,PF00004,PF00072,36,155.73634824873554,14.619512346402969,230.64654189108552,18.351769776822348,145.87937104727615,201.36867883211482,9.856977201459387,29.277863058970695,1.0199148557846685,0.6563559195343658,162625.0,142750.0
35,PF00004,PF00072,39,184.9921859604147,19.52732932231809,214.65648387813917,15.779438754197193,145.87937104727615,201.36867883211482,39.11281491313855,13.287805046024346,4.416552498343883,0.39280993153229815,153500.0,133875.0
36,PF00004,PF00072,42,163.95956180071332,13.412648766620654,210.84189417526585,13.545239875931596,145.87937104727615,201.36867883211482,18.080190753437165,9.473215343151026,2.2532517847472517,0.1681313556326515,165250.0,104750.0
37,PF00004,PF00072,45,156.16102924158434,19.82069792415467,224.71824722735477,12.164901969176976,145.87937104727615,201.36867883211482,10.281658194308193,23.34956839523994,0.41493531875901796,1.1746925243408612,154625.0,113500.0
38,PF00004,PF00072,48,193.4563923201059,20.995015051560056,220.98500296716512,11.922391426822434,145.87937104727615,201.36867883211482,47.57702127282974,19.61632413505029,17.045293369889638,0.28341242255076227,153000.0,119375.0
39,PF00004,PF00072,51,158.35334883696092,18.53558070257715,232.56759622114154,18.50470211677449,145.87937104727615,201.36867883211482,12.473977789684767,31.198917389026718,1.9327987545600762,1.6598274924477352,169500.0,150000.0
40,PF00004,PF00072,54,172.77590210627542,18.972812429971274,226.64494593668778,14.167151629884733,145.87937104727615,201.36867883211482,26.896531058999273,25.276267104572952,7.9611146650612525,0.8415262331609696,165000.0,88500.0
41,PF00004,PF00072,57,203.92281354630165,19.518991008070977,213.755587115668,13.849886926637794,145.87937104727615,201.36867883211482,58.0434424990255,12.386908283553169,28.584766671545985,0.3975124144217162,133625.0,125250.0
42,PF00004,PF00072,60,158.76398356167164,32.60850662967918,232.4974801644383,14.986684201512041,145.87937104727615,201.36867883211482,12.884612514395485,31.128801332323462,2.7593019491761597,1.5154617355945306,148625.0,118000.0
43,PF00004,PF00072,63,175.4493050517386,24.958047639554547,228.82707207371686,16.22879437396425,145.87937104727615,201.36867883211482,29.569934004462453,27.45839324160204,5.229652683742541,2.0153091599223387,180750.0,145750.0
44,PF00004,PF00072,66,189.87847358604472,33.275695555549675,229.04378364869353,19.108268683658803,145.87937104727615,201.36867883211482,43.99910253876857,27.67510481657871,14.623261544174806,0.6701830811064312,156125.0,132375.0
45,PF00004,PF00072,69,181.42745974069004,23.30341726554673,225.9424295819394,15.91028569892196,145.87937104727615,201.36867883211482,35.54808869341389,24.57375074982457,5.9191618725264785,1.846593207985947,173125.0,143500.0
46,PF00004,PF00072,72,158.7157774553685,14.653646429426566,242.35006971468562,15.050693633685444,145.87937104727615,201.36867883211482,12.836406408092358,40.98139088257079,0.5179555489128902,7.014546668817903,148500.0,113125.0
47,PF00004,PF00072,75,155.0263974841523,16.330707348716047,236.94129647985164,15.31508210072271,145.87937104727615,201.36867883211482,9.14702643687616,35.57261764773682,0.4771626564479618,6.774613119059019,175000.0,170375.0
48,PF00004,PF00072,78,175.5769070392824,27.09951176519538,229.23660357225313,13.5326573579625,145.87937104727615,201.36867883211482,29.697535992006237,27.867924740138307,5.085836174213607,1.5915238162726895,187625.0,123250.0
49,PF00004,PF00072,81,166.98953467564394,22.61183171644595,222.24379527009268,13.306280482892825,145.87937104727615,201.36867883211482,21.110163628367786,20.87511643797785,3.2418211399704346,0.6622013161440805,171375.0,146500.0
50,PF00004,PF00072,84,160.47579113610794,17.387139597725707,235.1074594526113,11.44730498274844,145.87937104727615,201.36867883211482,14.596420088831792,33.73878062049647,0.5829995238278599,5.284902790655918,179375.0,91875.0
51,PF00004,PF00072,87,154.95767961251323,27.889762855317578,236.84057673361477,14.819550639539179,145.87937104727615,201.36867883211482,9.07830856523708,35.47189790149994,6.16789041807426,6.640412625903276,171000.0,141875.0
52,PF00004,PF00076,12,144.50143168610433,12.839664784651884,80.42909679267933,12.116731204239269,145.87937104727615,80.84820765078511,1.3779393611718262,0.41911085810578186,0.2428678378330204,0.19795992747562324,170875.0,128250.0
53,PF00004,PF00076,15,179.9291924063802,23.009596792834433,87.84358894240312,10.99145893937047,145.87937104727615,80.84820765078511,34.049821359104044,6.995381291618003,7.4246065115231215,0.21593899584116016,150000.0,120125.0
54,PF00004,PF00076,18,176.84640394046784,24.402195274454883,91.19428249245678,11.385851909803828,145.87937104727615,80.84820765078511,30.967032893191686,10.346074841671665,9.321738865089191,0.1140448620990739,161875.0,139000.0
55,PF00004,PF00076,21,160.458468134573,27.546509061401782,80.42869282217025,10.858795882362442,145.87937104727615,80.84820765078511,14.579097087296844,0.4195148286148651,3.086517671541735,0.1984651356238345,185250.0,124625.0
56,PF00004,PF00076,24,164.1760423992537,18.207476033665277,82.11988097343661,10.143897292350962,145.87937104727615,80.84820765078511,18.29667135197755,1.2716733226514947,1.0897030264363408,0.09783079575078588,176875.0,144125.0
57,PF00004,PF00076,27,169.1560721079755,18.37983588281875,84.80287619752986,8.84407916245409,145.87937104727615,80.84820765078511,23.276701060699338,3.9546685467447418,2.1132101912131533,0.18236193097864445,178000.0,153750.0
58,PF00004,PF00076,30,168.0056337280244,27.37553351694261,80.8268902883191,9.299615677257746,145.87937104727615,80.84820765078511,22.126262680748255,0.02131736246600724,5.34644143482664,0.2081617923143007,161625.0,118625.0
59,PF00004,PF00076,33,174.38210677915492,20.41617024960969,82.56264467975913,11.773408428280309,145.87937104727615,80.84820765078511,28.502735731878772,1.714437028974018,2.8660058732965252,0.10897526577834923,152750.0,133125.0
60,PF00004,PF00076,36,147.83009647538947,13.007507044603853,95.58097237744072,11.189435954349362,145.87937104727615,80.84820765078511,1.9507254281133157,14.732764726655603,0.31376126847566754,0.2742912876624558,162750.0,146250.0
61,PF00004,PF00076,39,158.85900687346407,16.904439650122,91.6929597575074,8.16168940849503,145.87937104727615,80.84820765078511,12.979635826187916,10.844752106722282,2.0363085788900577,0.6235486102182236,165375.0,134250.0
62,PF00004,PF00076,42,160.04152167767205,17.867089759720493,91.03641626342963,10.468445051333406,145.87937104727615,80.84820765078511,14.1621506303959,10.188208612644516,0.6200756631747453,0.18580557692026503,186875.0,120750.0
63,PF00004,PF00076,45,183.77209248942958,16.297460403866417,83.91290319312706,8.759219357775995,145.87937104727615,80.84820765078511,37.89272144215343,3.0646955423419513,5.590929461802871,0.17634539533236407,160750.0,114875.0
64,PF00004,PF00076,48,188.67705457067922,36.34452857184416,88.29562753488781,10.152672748461189,145.87937104727615,80.84820765078511,42.797683523403066,7.4474198841027,16.975481437356684,0.22798169481636138,152125.0,133500.0
65,PF00004,PF00076,51,195.36474397574173,22.223625863522734,86.39916333175867,12.906874881364212,145.87937104727615,80.84820765078511,49.48537292846558,5.5509556809735585,9.284472448328671,0.15838371486027186,140500.0,144625.0
66,PF00004,PF00076,54,184.04429971806363,23.99559806930625,90.02804403973404,9.72142271234087,145.87937104727615,80.84820765078511,38.164928670787475,9.179836388948928,5.53247905787205,0.15887934031260045,153000.0,119875.0
67,PF00004,PF00076,57,166.65363804633165,14.882134591257971,89.6506317214171,7.209817594053516,145.87937104727615,80.84820765078511,20.7742669990555,8.802424070631986,0.362814970625594,0.20615043450125511,148250.0,149125.0
68,PF00004,PF00076,60,169.29447778379694,25.290085387437063,95.31662505787963,13.264773725671027,145.87937104727615,80.84820765078511,23.415106736520784,14.46841740709452,5.837013248952412,0.4185173032214493,153625.0,116500.0
69,PF00004,PF00076,63,180.53116964412365,20.4146096363509,91.10681071675012,14.466304820193363,145.87937104727615,80.84820765078511,34.6517985968475,10.258603065965005,5.089561046950524,0.6056345384079848,156750.0,127000.0
70,PF00004,PF00076,66,191.0459418612546,19.430172327048634,93.13591636046081,12.695385035715345,145.87937104727615,80.84820765078511,45.16657081397844,12.287708709675698,17.949922680146397,0.579945797778435,134875.0,160375.0
71,PF00004,PF00076,69,187.70397567504725,24.176718154031935,96.91974469498464,10.308221568572817,145.87937104727615,80.84820765078511,41.824604627771095,16.07153704419953,8.484668102259617,0.5950851292213372,127750.0,153500.0
72,PF00004,PF00076,72,215.07241154454601,14.803263902424323,95.9474683900103,9.570386979223914,145.87937104727615,80.84820765078511,69.19304049726986,15.099260739225187,39.42328836831084,0.5250835136000689,121375.0,141375.0
73,PF00004,PF00076,75,164.18731445726243,21.740123554257863,94.93163053268464,12.666301510950019,145.87937104727615,80.84820765078511,18.30794340998628,14.083422881899523,2.448973273079207,0.6875795696422997,191125.0,132875.0
74,PF00004,PF00076,78,200.7496883172266,27.95258567065522,87.49525672835703,11.71005005095113,145.87937104727615,80.84820765078511,54.87031726995045,6.647049077571921,21.740867819932483,0.38364576192759114,150625.0,121375.0
75,PF00004,PF00076,81,208.56839732712405,19.97656639128399,89.47418267743127,7.399354979044384,145.87937104727615,80.84820765078511,62.689026279847894,8.62597502664616,25.537014525880277,0.2547750530795703,148375.0,118750.0
76,PF00004,PF00076,84,177.51667755377227,21.795858486811255,95.79298656341832,8.059414581482914,145.87937104727615,80.84820765078511,31.637306506496117,14.944778912633211,7.874223162229138,1.2603639979925163,169750.0,152500.0
77,PF00004,PF00076,87,177.17277270950282,28.4690977367278,98.11310317750724,12.351470085639994,145.87937104727615,80.84820765078511,31.29340166222667,17.26489552672213,7.803341672924553,1.6217884521885702,150875.0,148625.0
78,PF00004,PF00096,12,150.76324543606765,12.193606070411958,17.418255137255567,4.114246323431662,145.87937104727615,16.436232766230635,4.883874388791497,0.9820223710249323,0.2847849952096396,0.04396924754102667,136625.0,121125.0
79,PF00004,PF00096,15,184.13299768373298,19.055648268119082,15.55113424126527,3.387211199934162,145.87937104727615,16.436232766230635,38.25362663645683,0.8850985249653647,5.321309319555678,0.049075859518413624,155625.0,149250.0
80,PF00004,PF00096,18,191.023449611667,24.74760864790991,32.95046698917005,5.223303913791203,145.87937104727615,16.436232766230635,45.14407856439084,16.514234222939418,15.646460660829495,6.672020971221697,171250.0,116125.0
81,PF00004,PF00096,21,166.16359710325233,19.975210676601392,18.468360421077513,3.3489727120701973,145.87937104727615,16.436232766230635,20.284226055976177,2.032127654846878,0.3196920327325543,0.04970952719699131,149625.0,146500.0
82,PF00004,PF00096,24,158.64382837307534,12.815747566559786,16.546065291797156,2.9663582967913342,145.87937104727615,16.436232766230635,12.764457325799185,0.1098325255665209,1.0775620968223478,0.052488749183977924,175625.0,158625.0
83,PF00004,PF00096,27,196.00981409396164,14.797260598711759,14.049012041195269,4.6746602016091625,145.87937104727615,16.436232766230635,50.130443046685485,2.387220725035366,17.04050013360627,0.059624164108540614,129375.0,127625.0
84,PF00004,PF00096,30,161.6410209451502,28.399234652093217,18.77284086916706,5.226084318476677,145.87937104727615,16.436232766230635,15.761649897874037,2.336608102936424,3.6134599420559157,0.06544567194548279,171000.0,112125.0
85,PF00004,PF00096,33,187.11630765036935,23.516513382334104,16.46289156703718,4.365661656513638,145.87937104727615,16.436232766230635,41.2369366030932,0.026658800806544036,11.253883954914334,0.06764582598777569,161500.0,147500.0
86,PF00004,PF00096,36,162.88038168441943,21.80782248791763,23.705619142839943,7.076642634685638,145.87937104727615,16.436232766230635,17.00101063714328,7.269386376609308,0.6877875172197762,1.4070352572342915,159500.0,134125.0
87,PF00004,PF00096,39,175.62571913735417,22.82259308808192,15.76468823550123,4.518503105479099,145.87937104727615,16.436232766230635,29.746348090078016,0.6715445307294043,1.6529154443858318,0.06763399823821867,164375.0,130750.0
88,PF00004,PF00096,42,164.26760365798364,26.53397709575365,20.420569475438374,5.431102705900535,145.87937104727615,16.436232766230635,18.38823261070749,3.9843367092077386,6.507545929439365,0.1267993421152415,175625.0,158375.0
89,PF00004,PF00096,45,157.16143620416992,16.570395780722073,20.14315693975741,2.797087530736403,145.87937104727615,16.436232766230635,11.282065156893765,3.706924173526776,0.8745115087513952,0.08304331217979435,157375.0,137875.0
90,PF00004,PF00096,48,193.27657851097277,21.921666418267897,16.116541646497602,4.725554041543044,145.87937104727615,16.436232766230635,47.39720746369662,0.319691119733033,9.748370617292831,0.07276788045378631,154750.0,121125.0
91,PF00004,PF00096,51,188.24141845311723,14.214046932913494,21.52574366669291,3.8022982252484088,145.87937104727615,16.436232766230635,42.36204740584108,5.089510900462276,9.152963661320124,0.16356388356323343,142000.0,127625.0
92,PF00004,PF00096,54,163.24273349112045,17.918943936097275,20.828982744420124,3.8473933047273485,145.87937104727615,16.436232766230635,17.363362443844295,4.392749978189489,0.8890386993401534,0.7812823929563057,178625.0,113000.0
93,PF00004,PF00096,57,202.27496745859526,26.54190122108555,32.70259287288472,3.1951539075696322,145.87937104727615,16.436232766230635,56.395596411319104,16.266360106654087,14.833184478146915,6.745742763392558,159625.0,151750.0
94,PF00004,PF00096,60,201.39489400818337,23.840533302185097,17.199082557825314,4.766109975764804,145.87937104727615,16.436232766230635,55.51552296090722,0.7628497915946788,26.745025112012826,0.06098293493317666,145375.0,144125.0
95,PF00004,PF00153,12,145.91700495836758,11.655337109420284,90.21676354723888,16.335591267218298,145.87937104727615,92.55486889551554,0.03763391109143299,2.338105348276656,0.4701692301256372,0.23868174696776165,191125.0,143250.0
96,PF00004,PF00153,15,179.96638227747977,23.14039953022388,95.6468514689034,8.760337627325228,145.87937104727615,92.55486889551554,34.087011230203615,3.0919825733878668,3.4891032487935547,0.34442651662358514,166750.0,188000.0
97,PF00004,PF00153,18,164.81170741433135,25.603746337245685,95.37471512244329,19.49260760024455,145.87937104727615,92.55486889551554,18.9323363670552,2.8198462269277513,0.41644458615905505,0.5728337982389412,161125.0,167375.0
98,PF00004,PF00153,21,146.52378762693132,22.347002616484037,96.07264359613524,13.589798767294306,145.87937104727615,92.55486889551554,0.6444165796551715,3.5177747006196967,0.20353276715115526,0.1890813368420332,167625.0,163625.0
99,PF00004,PF00153,24,151.12203430860308,14.088382795550276,93.69439172735447,17.460373130744607,145.87937104727615,92.55486889551554,5.242663261326925,1.1395228318389314,0.4356142045794371,0.5129876229921685,173875.0,155625.0
100,PF00004,PF00153,27,165.97372876194578,13.906467957029571,97.56130711074857,12.719993539843015,145.87937104727615,92.55486889551554,20.094357714669627,5.0064382152330325,1.7116027703208914,0.48557397796940194,190500.0,165000.0
101,PF00004,PF00153,30,166.15347918420866,27.208067351918228,100.1288641597267,14.0106460261541,145.87937104727615,92.55486889551554,20.27410813693251,7.573995264211163,9.578138014355574,0.7036353129916186,175250.0,165125.0
102,PF00004,PF00153,33,173.09787596112992,23.0833172948379,96.47381893602021,17.320532375022363,145.87937104727615,92.55486889551554,27.218504913853764,3.9189500405046687,3.572500219450363,0.8123093251805855,187625.0,154375.0
103,PF00004,PF00153,36,155.4473216509608,24.2715846496696,94.89690738451011,14.481860300159772,145.87937104727615,92.55486889551554,9.567950603684636,2.342038488994575,1.5816078638648208,0.6695975833900476,160875.0,193125.0
104,PF00004,PF00153,39,164.1229178336693,21.30978500831313,95.88409252997398,13.793314880994549,145.87937104727615,92.55486889551554,18.243546786393154,3.329223634458444,3.0047483633458354,0.7634481384336794,173750.0,187625.0
105,PF00004,PF00153,42,184.65535907085277,20.860465465986938,106.58548594743513,15.94467556953871,145.87937104727615,92.55486889551554,38.775988023576616,14.030617051919592,8.501008385365484,1.4194158514654247,168625.0,155125.0
106,PF00004,PF00153,45,160.44807536050828,28.433463867838462,98.90537418851508,10.963550810792485,145.87937104727615,92.55486889551554,14.568704313232132,6.350505292999543,6.335401931313006,0.4269968190539345,172125.0,172875.0
107,PF00004,PF00153,48,169.28486380622033,27.1772658108342,96.0426689719893,13.471314938119031,145.87937104727615,92.55486889551554,23.405492758944177,3.4878000764737607,8.77064921400813,0.3432367886581041,171125.0,177000.0
108,PF00004,PF00153,51,179.7723555666111,20.84335811389162,95.7435262453591,11.301052849210908,145.87937104727615,92.55486889551554,33.89298451933496,3.1886573498435666,2.6229758530965084,0.2993651066799707,159125.0,174375.0
109,PF00004,PF00153,54,206.37251022077143,24.205356475826704,103.72652914271592,12.948329785594163,145.87937104727615,92.55486889551554,60.49313917349528,11.171660247200379,33.03768917772214,0.7366073036876635,117500.0,153750.0
110,PF00004,PF00153,57,193.4884839421865,31.41258038572507,107.20817103055701,14.784547240578135,145.87937104727615,92.55486889551554,47.60911289491034,14.653302135041471,18.207670722174775,1.8657677280430682,170250.0,165500.0
111,PF00004,PF00153,60,187.91542135740147,28.224785153838756,106.10637007345058,13.192669605305872,145.87937104727615,92.55486889551554,42.03605031012532,13.551501177935037,15.234732003511605,1.3251595657900097,155125.0,145875.0
112,PF00004,PF00153,63,182.91135613644786,19.57598099860493,116.54023700253427,9.968657650796839,145.87937104727615,92.55486889551554,37.03198508917171,23.98536810701873,6.225104337746383,3.704965340266026,155875.0,154000.0
113,PF00004,PF00153,66,181.71110382032202,29.328694668871048,110.48668068788132,14.072722216929336,145.87937104727615,92.55486889551554,35.83173277304587,17.931811792365778,13.808907069123057,2.879655029924936,192500.0,157625.0
114,PF00004,PF00153,69,182.13300395869814,23.039797883398737,108.18255132562959,18.572607664443435,145.87937104727615,92.55486889551554,36.25363291142199,15.62768243011405,7.320989074035948,4.129312510398355,161750.0,173750.0
115,PF00004,PF00153,72,175.37253625553075,25.9992891691669,111.80898271899817,12.569524562650965,145.87937104727615,92.55486889551554,29.493165208254595,19.254113823482626,11.15749896846856,4.442236347891679,165750.0,154500.0
116,PF00004,PF00153,75,182.98528094584714,24.866260164784812,115.69228484976745,11.229978522722542,145.87937104727615,92.55486889551554,37.105909898570985,23.137415954251907,8.600999345701787,5.709530584729266,171875.0,158625.0
117,PF00004,PF00153,78,188.54640172738542,20.953716170781664,113.88198899213978,9.005386945632011,145.87937104727615,92.55486889551554,42.667030680109264,21.327120096624242,7.2579677088425285,5.059385440802367,172875.0,146250.0
118,PF00004,PF00153,81,223.36186782667454,15.511519728164014,111.96629321018312,10.528767826019651,145.87937104727615,92.55486889551554,77.48249677939839,19.411424314667585,46.89860823215189,4.7306327498260305,134625.0,180000.0
119,PF00004,PF00153,84,203.59898666583703,30.834119337668746,100.38229037398474,16.553366006949837,145.87937104727615,92.55486889551554,57.71961561856088,7.827421478469205,28.575640913847025,1.8273754147824846,140625.0,157750.0
120,PF00004,PF00153,87,179.40878118455905,30.26184170670236,124.41942826001676,16.039089866888414,145.87937104727615,92.55486889551554,33.529410137282895,31.86455936450122,6.965542146752111,8.783031143253424,152500.0,166250.0
121,PF00004,PF00271,12,149.2724687550344,14.081254739368879,158.1767751181987,21.29048578445,145.87937104727615,149.57930952191575,3.393097707758244,8.597465596282944,0.42428477321969355,1.1324015930922173,156375.0,176625.0
122,PF00004,PF00271,15,191.42449957361072,11.692288986743968,162.9283503278108,20.755015787686077,145.87937104727615,149.57930952191575,45.545128526334565,13.349040805895044,12.601774062229078,1.5037543658203218,137375.0,115625.0
123,PF00004,PF00271,18,171.6907235081575,20.464412125114723,155.42537160444417,14.278050515575808,145.87937104727615,149.57930952191575,25.811352460881352,5.8460620825284195,2.7828365744683152,0.5359500292183043,179250.0,182750.0
124,PF00004,PF00271,21,158.2778294910363,22.18187444665271,159.69957299552874,17.35819134443852,145.87937104727615,149.57930952191575,12.398458443760148,10.120263473612994,4.748350751814344,0.5677881683780527,163500.0,161000.0
125,PF00004,PF00271,24,188.76317024073677,25.48175180945118,148.85079754590612,18.358325636950863,145.87937104727615,149.57930952191575,42.88379919346062,0.7285119760096279,16.49080774649161,0.26611028338368214,135125.0,166250.0
126,PF00004,PF00271,27,194.39978664451036,23.54825146319369,158.99077119592698,21.458966658686407,145.87937104727615,149.57930952191575,48.520415597234205,9.411461674011235,10.822301566976934,1.594726523316929,165625.0,134375.0
127,PF00004,PF00271,30,179.8019334826978,28.185273137158976,161.96086100778987,15.546773732444406,145.87937104727615,149.57930952191575,33.92256243542164,12.381551485874127,10.423967883223447,1.2559189730630536,171875.0,137000.0
128,PF00004,PF00271,33,178.0390627308079,27.177935123771878,149.03567033752117,18.97390772103332,145.87937104727615,149.57930952191575,32.15969168353175,0.5436391843945785,14.333801506401745,0.2560461602807166,177125.0,126375.0
